"Orlando, FL 32824",McKesson,Warehouse Worker,,3.6
"Orlando, FL",Orange County Government,Administrative Assistant - Traffic Engineering,$17.50 an hour,3.9
"Tampa, FL",Hillsborough County,Park Ranger (Part-Time),$13.79 - $20.94 an hour,3.8
"Orlando, FL 32818",DEFY,Trampoline Park Flight Crew Employee | PART TIME,,3.8
,Gainesville Nissan,Automotive Service Advisor/ Writer,"$45,000 - $70,000 a year",4.4
,Souder Masonry and Concrete,Seeking Experienced Concrete / Tilt up Estimator,"$50,000 - $90,000 a year",5.0
,Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,Pinnacle Express Delivery an Amazon Delivery Service Partner,Delivery Driver - Amazon Packages,$15 an hour,
,Wheelzy,CSR - Customer Service Representative-Perfect for students,$12 - $15 an hour,4.3
,NATIONAL AIRLINES,Flight Attendant,,3.4
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
"Orlando, FL 32839 (Millenia area)",Asurion,Technical Support Representative - Orlando,$16.25 an hour,3.6
"Orlando, FL","Fusion Logistics, Inc.","HOME DELIVERY ROUTE DRIVERS, Orlando, FL",$15 an hour,3.2
"Orlando, FL 32806 (Conway area)",Pizza Bruno,Service staff and Hosts,$10 - $30 an hour,
"Orlando, FL",Bonnier Corporation,Editorial Assistant,,3.5
"Lakeland, FL",GEICO,Customer Service Representative,,3.5
"Orlando, FL",Frito-Lay North America,Detailer,$11.50 an hour,3.4
"Orlando, FL 32821",Marriott Vacations Worldwide,Front Desk Agent,,4.2
"Orlando, FL",Ninth Judicial Circuit of Florida,Court Program Specialist I - Domestic Violence,"$31,781 a year",3.6
"Orlando, FL 32803 (Lake Formosa area)",City of Orlando,Marketing Coordinator - Mennello Museum,"$40,458 - $51,585 a year",4.0
"Orlando, FL 32808 (West Colonial area)",Sun State Ford,Auto Parts Warehouse Worker,$9 - $17 an hour,3.4
,Pinnacle Express Delivery an Amazon Delivery Service Partner,Delivery Driver - Amazon Packages,$15 an hour,
,Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,Wheelzy,CSR - Customer Service Representative-Perfect for students,$12 - $15 an hour,4.3
,NATIONAL AIRLINES,Flight Attendant,,3.4
"Clermont, FL 34711",Kings Ridge Golf Club,Golf Cart Attendant,$8 - $10 an hour,3.5
"Orlando, FL",US Department of Veterans Affairs,Program Support Assistant,"$34,916 - $45,393 a year",3.8
"Orlando, FL","ShopLift, Corp",Delivery Driver/Independent Contractor,"$45,000 - $90,000 a year",
"Celebration, FL 34747",Keller Williams Realty,Real Estate Agent,"$35,000 - $100,000 a year",4.4
"Daytona Beach, FL",1UP Logistics,"1UP Delivery Associate, Amazon Delivery Service Partner",$15 an hour,
"Land O' Lakes, FL","Pasco County, FL",Administrative Assistant,$17.73 - $28.37 an hour,3.5
"Orlando, FL",Famous Footwear,Part-Time Sales Associate - Famous Footwear,,3.7
"Orlando, FL","The TJX Companies, Inc.",70120-Merchandise Associate,,3.7
"Bartow, FL 33830",United States Postal Service,RURAL CARR ASSOC/SRV REG RTE,$18.56 an hour,3.5
"Orlando, FL",Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,"SMW Engineering Group, Inc.",Survey CAD Technician,,
,Ob/Gyn Practice,Medical Receptionist/Front Desk,,5.0
,Lakeshore Management,Community Manager - 107,"$35,000 - $40,000 a year",1.9
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,CCMSI,Claim Clerk,,3.4
,NATIONAL AIRLINES,Flight Attendant,,3.4
,Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,"Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
,TTEC,Bilingual Customer Service Representative - Spanish - Work from Home,$16 an hour,3.5
,Confidential,Firm / Office Manager,"$80,000 - $120,000 a year",
,IDEC Elevator Products,Drafter/CAD Operator,$16 - $22 an hour,
"Miami, FL",Amazon HVH,Warehouse/Shopper Team Member,,3.6
"Miami, FL","City of Miami, FL",EMERGENCY DISPATCHER,$22.11 an hour,
"Miami, FL 33166","Utility Sales & Service, Inc.",Electric Meter Reader,$16.40 an hour,
"Miami, FL 33122",Last Mile DSP LLC,Delivery Associate - Amazon Delivery Service Partner,$15 an hour,
"Miami, FL",Miami-Dade County,Job Developer,"$59,678 a year",4.2
"Miami, FL",Miami-Dade County,Administrative Officer 2,"$45,397 a year",4.2
"Miami Beach, FL 33139 (City Center area)",Trader Joe's,Crew - Temporary,$13 - $16 an hour,4.1
"Fort Lauderdale, FL 33315 (River Oaks area)",The State of Florida,OPS COVID 19 CONTRACT TRACER- 64906209,$25 an hour,3.6
"Miami, FL",ALDI,Part-Time Stocker,$13.50 an hour,3.4
"Miami, FL",Miami-Dade County,"Parks, Recreation and Open Spaces Seasonal Programs Assistant",$11.97 an hour,4.2
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,TTEC,Bilingual Customer Service Representative - Spanish - Work from Home,$16 an hour,3.5
,Confidential,Firm / Office Manager,"$80,000 - $120,000 a year",
,Progressive Turnout Project,"Field Representative (Miami-Dade County, Florida)","$3,200 - $4,000 a month",3.9
,"Wix.com, Inc.",Customer Care Expert (Spanish Language) - 3297,,4.1
,Private,Private Family Chef,,
"Miami, FL",The Etiquette Group,Remote Call Center Agent,$9 - $12 an hour,
"Miami, FL 33142",Lift Stations R Us,Administrative Assistant,Up to $23 an hour,
"Miami, FL","A & E Worldwide, LLC",Delivery Associate,$15 an hour,
"Miami, FL",Miami-Dade County,Animal Services Department Adoption Clerk,"$31,627 a year",4.2
"Miami, FL 33137 (Upper Eastside area)",Smoothie King Franchises Inc,Team Member,,
"Coral Gables, FL 33143",Instasks App platform,Dog Walker,$20 an hour,
"Miami, FL",Chara,Health & Wellness Practitioner,$25 - $100 an hour,
"Miami, FL",Miami-Dade County,Correctional Officer (Non-Certified),"$38,019 a year",4.2
"Miramar, FL",Comcast,"Call Center Virtual Customer Exp Billing Rep (Miramar, FL)",$15 an hour,3.7
"Miami, FL",UNITED PARCEL SERVICE,Warehouse Worker - Package Handler,,3.8
,Gyu Kaku Japanese BBQ,"Servers, Hostess and Line Cooks","$30,000 - $55,000 a year",
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,TTEC,Bilingual Customer Service Representative - Spanish - Work from Home,$16 an hour,3.5
,Confidential,Firm / Office Manager,"$80,000 - $120,000 a year",
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
"Miami, FL","Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
"Miami, FL",Miami-Dade County,Waste Attendant 1,"$25,493 a year",4.2
"City of Doral, FL",City of Doral,Park Ranger,"$34,047 a year",3.8
"Miami, FL 33131",The Coffee Experience,"Barista - Store #29828, 1080 Brickell Ave - HIRING NOW!",$10 - $14 an hour,
"Miami Beach, FL 33139 (Flamingo Lummus area)","City of Miami Beach, FL",Detention Officer,$21.93 - $37.67 an hour,4.3
"Miami, FL",LabCorp,"Service Rep (Courier) - Part-Time - Miami, FL",,3.5
"Miami, FL",Baptist Health South Florida,Call Center Agent 1,,4.2
"Fort Lauderdale, FL 33312","City of Fort Lauderdale, FL","DETENTION OFFICER (Shiftwork Required - Nights, Weekends, Holidays)",$23.31 - $36.15 an hour,4.0
"Miami, FL",Miami-Dade County,Park Service Aide,$12.09 an hour,4.2
"Miami, FL",Barnes & Noble College,"Bookseller (Temporary), Fall 2020, Barnes & Noble at FIU, M. Maidique Campus",,3.8
,IDEC Elevator Products,Drafter/CAD Operator,$16 - $22 an hour,
,"Wix.com, Inc.",Customer Care Expert (Spanish Language) - 3297,,4.1
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,GAVARRETE INC,Assistant Project Manager/Estimator,$19 - $23 an hour,
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,"Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
"Miami, FL",US Department of Homeland Security,"Administrative Assistant (OA), GS-0303-07","$46,070 - $59,888 a year",3.8
"North Miami, FL 33181","Kim Patrick Murray, MD",Plastic Surgeon looking for Patient Care Coordinator,$20 - $30 an hour,
"Miami, FL 33122",Milum Express,Delivery Associate,$15 - $17 an hour,
"Coral Gables, FL 33134",Hillstone - Coral Gables,Server,$200 - $500 a day,
"Miami, FL 33137 (Upper Eastside area)",Pink Tea Cup,Server,$120 - $300 a day,
"Miami, FL",The Michael's Companies,cashier,,
"Miami, FL 33127 (Wynwood - Edgewater area)",TARGET,Guest Advocate (Cashier or Front of Store Attendant),,3.6
"Miami, FL 33126 (Flagami area)",Amazon DSP,Delivery Associate,$15 an hour,
"Miami, FL",ALDI,Full-Time Store Associate,$13.50 an hour,3.4
"Wilton Manors, FL 33305",NINJA Nation - Aflac,Insurance Agent - Training Provided & Flexible Schedule,"$40,000 - $80,000 a year",
,Activ4pets,Inside Sales Representative,"$35,000 - $40,000 a year",
,"ASSEMBLERS, INC.",Merchandise Assembly,,1.9
,Pogust Goodhead Mousinho Bianchini and Martins,Litigation Associate,,
"Miami, FL",ALDI,Part-Time Cashier,$13.50 an hour,3.4
"Miami, FL",Humana,Inbound Contact Representative 2,,3.7
"Miami, FL 33122",Cargo Force Inc,Mail Handler,$13.61 an hour,3.6
"Miami, FL",Miami-Dade County,Waste Scale Operator,"$26,534 a year",4.2
"Miami, FL 33122","ACTS Aviation Security, Inc.",Security Agent,$17.06 an hour,
"Miami, FL 33125 (Flagami area)",The Salty Donut,Barista (Wynwood),,3.1
"Miami, FL 33130 (Little Havana area)",The Linum Group,Team Member,$9 - $13 an hour,
"Miami, FL","C&S Wholesale Services, Inc.",Overnight Warehouse Selector Rate of Pay $15.00,$15 an hour,3.3
"Sunrise, FL 33325",IKEA,Seasonal Warehouse Team Member( Part Time!),$16 - $21 an hour,3.9
"Coral Gables, FL 33156",DRRS,Personal Assistant,"$75,000 - $95,000 a year",
,Surveying and Mapping,Professional Land Surveyor,,
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,"Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
,Kendall Hyundai,Certified Hyundai Technician,$10 - $32 an hour,2.0
,Global Primex LLC,Customer Support Operator,$15.50 - $16.00 an hour,
,Time Out Communities,Social Media Coordinator,"$2,000 - $3,500 a month",
,Platinum Goods Corp,Logistics Coordinator,"$35,000 - $40,000 a year",
,Westbird Animal Hospital,Veterinary Kennel Assistant,$9.50 - $10.00 an hour,
,Specialty Smiles,Orthodontic Dental Patient Coordinator,$14 - $20 an hour,
,ALEXIS,E-Commerce Customer Service,$10 - $25 an hour,
,"The ITM Group, LLC",Competency Trainer,$30 an hour,4.3
,"Venair, Inc",Machine Operator,"$25,300 a year",
"Miami, FL",The Michael's Companies,cashier,,
,Lanista Arms,Security Officers,$18 - $25 an hour,
"Miami, FL 33127 (Wynwood - Edgewater area)",TARGET,Guest Advocate (Cashier or Front of Store Attendant),,3.6
"Miami, FL 33126 (Flagami area)",Amazon DSP,Delivery Associate,$15 an hour,
,COR Injury Centers,HR/Operations assistant,"$40,000 - $55,000 a year",
"Miami, FL",ALDI,Full-Time Store Associate,$13.50 an hour,3.4
,"National Jets, Inc.",Guest Services Representatives,$14 - $15 an hour,
"Miami, FL 33169",Publix,Warehouse Person,"$28,496 - $39,416 a year",4.1
"Coral Gables, FL 33146",Doctors Hospital,Therapy Aide,,4.2
"Miami, FL 33131 (Downtown area)",WALGREENS,Customer Service Associate,,3.6
"Miami, FL",Van Matre Law Firm,Call Center Customer Service Representative,$14 - $23 an hour,
"City of Coral Gables, FL",City of Coral Gables,Police Officer- Non-Certified,"$56,536 - $90,595 a year",4.1
"Miami, FL 33179",FiveTower LLC,Data Entry Clerk,$10 - $17 an hour,
"Miami, FL",US Department of Health And Human Services,Administrative Support Assistant,"$37,193 - $48,353 a year",4.1
"Miami, FL",The Cummings School,Kids Drawing Instructor (Online),$15 - $20 an hour,
"Miami, FL 33174",Anthem,Customer Care Representative I - PS36304,,3.7
"Miami, FL",NextGen America,Organizer,"$4,113 a month",3.8
,"Paramount Drywall, Inc.",Estimator,,
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,"Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
,Pogust Goodhead Mousinho Bianchini and Martins,Litigation Associate,,
,"ASSEMBLERS, INC.",Merchandise Assembly,,1.9
"Miami, FL 33176",Friendship Circle of Miami,Executive Assistant/Office Manager,$21 - $25 an hour,
"Miami, FL 33125 (Allapattah area)",Burlington Stores,Cashier Associate - New Store Opening,,3.4
"Miami, FL 33126 (Flagami area)",C O Florida LLC,Delivery Associate - DSP,$15 - $18 an hour,
"Miami, FL",Famous Footwear,Part-Time Sales Associate - Famous Footwear,,3.7
"Miami, FL 33137 (Upper Eastside area)",Levy Public Relations and Events,Social Media Coordinator,$15 - $26 an hour,
"Coral Gables, FL 33134",Hillstone - Coral Gables,Maître d’ or Greeter,$18 - $20 an hour,
"Miami, FL",Williams-Sonoma Inc. Customer Care Centers,Customer Service Agent,$12 an hour,3.6
"Miami, FL",XA Marketing,Communications Assistant,"$53,000 a year",
"Miami, FL",Miami-Dade County,Miami-Dade Police Department School Crossing Guard,$11.85 an hour,4.2
"West Palm Beach, FL 33407",Comcast,"Customer Experience Billing Rep - Virtual, Remote, Work From Home - West Palm Beach, FL",,3.7
,Activ4pets,Inside Sales Representative,"$35,000 - $40,000 a year",
,Surveying and Mapping,Professional Land Surveyor,,
,GAVARRETE INC,Assistant Project Manager/Estimator,$19 - $23 an hour,
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,"Paramount Drywall, Inc.",Estimator,,
,"Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
,Pogust Goodhead Mousinho Bianchini and Martins,Litigation Associate,,
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
"Miami, FL",Virtuance,Floorplan Scanner - Miami - Contract Position,$30 - $40 an hour,4.0
"Miami, FL 33143",CECILE BAKERY CAFE,Bakery Cafe Cashier,$40 an hour,1.0
"Miami, FL",Apple,Genius,,4.2
"Miami, FL 33132 (Downtown area)",Starbucks,"barista - Store# 08323, BAYSIDE MARKETPLACE",,4.0
"Miami, FL 33137 (Upper Eastside area)",THE 999 COMPANY A NEW BEGINNING,Farm Worker,,
"Miami, FL",Unique Interventional,Authorization/Verification Specialist,$17 - $21 an hour,
"Miami, FL 33130 (Downtown area)",US Department of Justice,Special Investigative Services Technician (SIS Technician),"$54,423 - $69,730 a year",4.1
"North Miami Beach, FL",Beis Chana High School- Jewish Day School,Office Staff,$15 - $18 an hour,
"Miami, FL",Adidas,Retail Store Associate - Dadeland Mall 6565,,4.0
"Hollywood, FL 33020 (Liberia area)","City of Hollywood, FL",Grants Coordinator,"$55,578 - $88,924 a year",4.3
,In Motion Chiropractic,Medical Biller and Coder,$16 - $18 an hour,
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,"Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
,GAVARRETE INC,Assistant Project Manager/Estimator,$19 - $23 an hour,
"Miami, FL 33131","Alpha Capital, LLC",Customer Service,$350 - $650 a week,
"Miami, FL 33132 (Downtown area)",Enhance Health IT consulting,Executive Assistant (remote),$15 - $18 an hour,
"Miami, FL",Hungry Harvest,Miami Delivery Driver,Up to $200 a day,4.0
"Miami, FL",UNITED PARCEL SERVICE,Cargo Handler,,3.8
"Miami, FL 33177",US Department of Defense,SECURITY SPECIALIST,"$68,182 - $126,336 a year",4.2
"Miami, FL",MyNanny,Experience Overnight Nanny Needed for High Profile Family ($20-$23/hr),$20 - $23 an hour,
"Miami, FL",Al Soluciones,Asistente Administrativa y Comercial,"$1,000 - $2,100 a week",
"Miami, FL 33137 (Wynwood - Edgewater area)",Fluent Cannabis Care,"Data Analyst, Production","$50,000 a year",2.2
"Miami, FL",US Department of Veterans Affairs,Food Service Worker,$11.76 - $13.73 an hour,3.8
"Miami, FL",Prestigegeneralservices1@gmail.com,Oportunidad Profesional en tiempos de crisis.,"$50,000 - $70,000 a year",
,Gyu Kaku Japanese BBQ,"Servers, Hostess and Line Cooks","$30,000 - $55,000 a year",
,TTEC,Bilingual Customer Service Representative - Spanish - Work from Home,$16 an hour,3.5
,U.S. Customs and Border Protection,Border Patrol Agent,,4.1
,"Wix.com, Inc.",Customer Care Expert (English Language) – 3480,,4.1
,Network Capital Funding Corporation,Mortgage Banker Trainee,"From $120,000 a year",4.1
,"SmartWorks Partners, LLC",Street Light/Utility Pole Field Supervisor,"$7,000 - $10,000 a month",
,Amazon,Amazon Warehouse Team Member,$18.50 an hour,3.6
,"The Perfect Workout, Inc.",Entry Level Personal Fitness Trainer,$19.17 an hour,3.6
,"Griffin Murphy & Wiggins, LLP",Paralegal with Estate Planning & Probate Experience,,
,Power Home Remodeling,Entry Level Sales Representative-,"$45,000 - $60,000 a year",4.3
"Washington, DC 20005 (Logan Circle area)",Smoothie King Franchises Inc,Team Member,,
"Washington, DC 20002 (Langston area)",ALDI,Part-Time Stocker,$15.70 an hour,3.4
"Washington, DC 20024 (Southwest Waterfront area)",Golds Gym DC Metro Area,Front Desk Team Member,$14 an hour,
"Washington, DC 20004 (Penn Quarter area)","SmartWorks Partners, LLC",Street Light/Utility Pole Field Supervisor,"$7,000 - $10,000 a month",
"Anacostia, DC",US Department of the Navy,Front Desk Associate - Unnacompanied Housing,$16.80 - $20.00 an hour,4.3
"Washington, DC",Chara,Health & Wellness Practitioner,$25 - $100 an hour,
"Washington, DC",Central Intelligence Agency,Customer Service Representative,"$47,016 - $57,510 a year",4.3
"Silver Spring, MD 20904",Aflac,Insurance Agent,"$60,000 - $150,000 a year",3.6
"Washington, DC","The Perfect Workout, Inc.",Entry Level Personal Fitness Trainer,$19.17 an hour,3.6
"Washington, DC 20037 (West End area)",Columbia Fertility Associates,Medical Front Desk,$13 - $20 an hour,3.1
,"High Sierra Pools, Inc.",Lifeguard and Pool Manager,$16 - $18 an hour,4.1
,"NVR, Inc",Manufacturing Production Laborer - Nightshift,$18.10 - $20.28 an hour,3.5
,Amazon,Amazon Warehouse Team Member,$18.50 an hour,3.6
,"The Perfect Workout, Inc.",Entry Level Personal Fitness Trainer,$19.17 an hour,3.6
,Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
"Washington, DC 20020 (Greenway area)",Planet Fitness,Service Desk,$14 an hour,3.5
"Washington, DC",Dhatronictech,Entry Level Business Analyst,"$68,000 - $78,000 a year",
"Washington, DC 20005 (Downtown area)",US Department of the Treasury,Clerk *Seasonal* (Initial Assistance Representative),$18.83 - $24.48 an hour,4.0
"Washington, DC 20005 (Logan Circle area)",Shake Shack,Restaurant Team Member,,3.6
"Washington, DC 20535 (Penn Quarter area)",Federal Bureau of Investigation,Special Agent,"$62,556 - $80,721 a year",4.3
"Washington, DC 20036 (Downtown area)",Center for Global Development,Communications Assistant,"$47,500 a year",5.0
"Washington, DC 20001 (Mount Vernon Square area)","Power Design, Inc.",Apprentice,,3.6
"Springfield, VA","Venesco, LLC",Temperature Screener,$18 - $24 an hour,3.5
"Washington, DC 20004 (Downtown area)",COUNCIL OF THE DISTRICT OF COLUMBIA,Administrative Aide,$20 an hour,4.3
"Washington, DC 20017 (Brookland area)",BBQ Bus,Crew Member,$15 - $17 an hour,
,Power Home Remodeling,Entry Level Sales Representative-,"$45,000 - $60,000 a year",4.3
,"SmartWorks Partners, LLC",Street Light/Utility Pole Field Supervisor,"$7,000 - $10,000 a month",
,TPM Group,Security Control Assessor,,4.0
"Washington, DC",Dhatronictech,Entry Level Business Analyst,"$68,000 - $78,000 a year",
,"High Sierra Pools, Inc.",Lifeguard and Pool Manager,$16 - $18 an hour,4.1
,Sylvan cafe,Kitchen Staff,$13 - $15 an hour,
"Washington, DC 20005 (Downtown area)",US Department of the Treasury,Clerk *Seasonal* (Initial Assistance Representative),$18.83 - $24.48 an hour,4.0
,Kizano Corp,HR Staffing/Recruitment Specialist,$55 an hour,3.0
,NINJA Nation - Aflac,Insurance Agent - Training Provided & Flexible Schedule,"$40,000 - $80,000 a year",
,Hypershift Technologies,IT Helpdesk Administrator,$20 - $30 an hour,
,"Inspection Experts, Inc.",Safety and Health Specialist,"$65,000 - $75,000 a year",4.7
"Washington, DC 20005 (Logan Circle area)",Shake Shack,Restaurant Team Member,,3.6
,"Chaikin Sherman Cammarata & Siegel, PC",File Clerk,,
,American Foreign Service Association,Grievance Counselor,"$65,000 - $75,000 a year",3.5
,United States Park Police,Police Officer,"$60,010 - $108,030 a year",4.1
,The Next Step Public Charter School,Child Development Associate,$16 - $17 an hour,3.5
,WC Smith,Assistant Manager (Luxury Apartment Community),,3.6
,United States Park Police,Police Officer,"$60,010 - $108,030 a year",4.1
,American Foreign Service Association,Grievance Counselor,"$65,000 - $75,000 a year",3.5
"Washington, DC 20017 (Brookland area)",BBQ Bus,Crew Member,$15 - $17 an hour,
,The Next Step Public Charter School,Child Development Associate,$16 - $17 an hour,3.5
,WC Smith,Assistant Manager (Luxury Apartment Community),,3.6
"Washington, DC 20015 (Friendship Heights area)",Cultura Dermatology & Plastic Surgery,Front Desk Associate,$16 an hour,
"Washington, DC 20001 (Mount Vernon Square area)",Union Kitchen,Team Member 8th St NW,$14 an hour,4.5
,National Council of Urban Indian Health,Communications Associate,"$50,000 - $55,000 a year",
"Washington, DC",Central Intelligence Agency,Administrative Professional,"$47,016 - $78,861 a year",4.3
,GigSmart,General Laborer,$12 - $30 an hour,
,J&M Processors LLC,Process Server,$15 - $25 an hour,
"Washington, DC",United States Postal Service,CITY CARRIER ASSISTANT,$17.29 an hour,3.5
,"PM Consulting Group, LLC",Analyst,"$60,000 - $85,000 a year",
"Washington, DC",Jewish Community Center of the North Shore,CSR - Customer Service Representative,$15 - $16 an hour,
"Washington, DC",US Department of Justice,Materials Handler (Warehouse Worker),$20.63 - $24.06 an hour,4.1
"Washington, DC 20036 (Downtown area)",The Brand Panda,Customer Service Representative,"$48,000 - $58,000 a year",
"Washington, DC 20552 (Foggy Bottom area)",Consumer Financial Protection Bureau,Executive Assistant,$43 an hour,3.7
,"PM Consulting Group, LLC",Analyst,"$60,000 - $85,000 a year",
"Washington, DC",Opeqe Inc,Fully Remote Business Development Representative (Cannabis Industry),"$40,000 - $60,000 a year",
"Washington, DC 20005 (Logan Circle area)",Union Kitchen,Team Member - K Street - New Store!,$14 an hour,4.5
,Facets Fine Jewelry,Social Media Manager,$17 - $20 an hour,
,Enovational,Project Manager,"$80,000 - $130,000 a year",
,Family and Youth Initiative (DCFYI),Programs Manager,"$49,000 - $53,000 a year",
,Spoil Me Rotten Dog Biscuit Co.,Baker/Bakery Manager,$14 - $16 an hour,
,City First Bank of DC,Loan Operations Specialist,"$40,000 - $45,000 a year",
"Dupont Circle, DC",Antonoplos & Associates,Executive Assistant,"$55,000 - $65,000 a year",
"Washington, DC",Finnegan Construction Group LLC,Administrative Assistant,$15 - $20 an hour,
,Charter Cities Institute,Head of Communications,"$60,000 - $75,000 a year",
"Alexandria, VA 22314 (Southwest Quadrant area)","Transit Management of Alexandria Inc. ""DASH""",Temperature and Wellness Screener (COVID-19),$20 - $25 an hour,
"Washington, DC 20036 (Downtown area)",Enlightened Inc.,Customer Service Representative,$16.81 an hour,3.9
"Washington, DC",Mr. Cooper,Mortgage Loan Processor - 100% Remote,"$100,000 - $200,000 a year",3.2
"Washington, DC 20006 (Downtown area)",Chevy Chase Implant & Oral Surgery,Front Desk Receptionist,$12 - $21 an hour,
"Washington, DC",Genuine Foods,Strategic Projects and Business Coordinator,,
"Washington, DC",Collective Citizen,Fundraising Team Host,"Up to $1,000 a month",
"Bolling AFB, DC",Army and Air Force Exchange Service (AAFES),LABORER (STOCKER)-MAIN STORE-OPENER,$15.22 an hour,3.8
"Washington, DC 20002 (Near Northeast area)",Insomnia Cookies,Baker/Front Counter (City),$14 an hour,3.3
"Washington, DC 20009 (U Street Corridor area)",Politics and Prose Bookstore,Adult Full-Time Bookseller (multiple vacancies),,
"Washington, DC (Southwest Federal Center area)",US Department of Agriculture,Secretary,"$53,901 - $77,396 a year",4.1
"Washington, DC 20003 (Navy Yard area)",General Dynamics Information Technology,Scanning Clerk,,3.8
"Washington, DC 20001 (Penn Quarter area)",Urban Roast,Lead Barista,$14 - $18 an hour,
,"Bart & Associates, Inc.",Oracle Functional Analyst,,4.5
,"The Perfect Workout, Inc.",Entry Level Personal Fitness Trainer,$19.17 an hour,3.6
,"SmartWorks Partners, LLC",Street Light/Utility Pole Field Supervisor,"$7,000 - $10,000 a month",
,Amazon,Amazon Warehouse Team Member,$18.50 an hour,3.6
,"High Sierra Pools, Inc.",Lifeguard and Pool Manager,$16 - $18 an hour,4.1
"Washington, DC","Capstone Logistics, LLC",Warehouse Associate,$15 - $23 an hour,2.7
"Prince George's County, MD",The Maryland-National Capital Park and Planning Co...,"HR Administrative Assistant (#14850, Grade HC5)","$37,549 - $64,253 a year",4.2
"Washington, DC 20010 (Columbia Heights area)",TARGET,Guest Advocate (Cashier or Front of Store Attendant),,3.6
"Washington, DC 20002 (Langston area)",ALDI,Full-Time Store Associate,$15.70 an hour,3.4
"Washington, DC 20012 (Takoma area)",Fortuna Business Solutions,Patient Consultant - Cannabis Dispensary,$17 an hour,
"Washington, DC",Bolana Enterprises,Front Desk Concierge,$15 an hour,3.4
"Washington, DC 20009 (Shaw area)",Government of the District of Columbia,DPR Summer 2020 Rec Camp,"$22,495 - $59,580 a year",3.6
"Washington, DC 20007 (Georgetown area)",CAFE GEORGETOWN,Barista,$14 - $16 an hour,
"Washington, DC 20005 (Downtown area)","Sterne, Kessler, Goldstein & Fox, PLLC",Apprentice Program (Entry-level Training),$23 an hour,4.3
"Washington, DC","Paragon Systems, Inc.",FED Protective Service Officer - DOJ,$34 an hour,3.2
,Power Home Remodeling,Entry Level Sales Representative-,"$45,000 - $60,000 a year",4.3
,"The Perfect Workout, Inc.",Entry Level Personal Fitness Trainer,$19.17 an hour,3.6
,"SmartWorks Partners, LLC",Street Light/Utility Pole Field Supervisor,"$7,000 - $10,000 a month",
,"Garud Technology Services, Inc.",Acquisition SME,"$110,000 - $135,000 a year",
,Housing Opportunities Commission of Montgomery County,Accounting Supervisor,"$50,000 - $65,000 a year",3.9
,Dunkin' Donuts,Dunkin' Donuts Crew Member,$9.25 - $9.50 an hour,
"Washington, DC",Wave,Social Media and Marketing Intern,$22 an hour,
"Alexandria, VA 22314 (Old Town North area)",Trader Joe's,Crew - Temporary,$13 - $16 an hour,4.1
"Washington, DC (Gallaudet area)",Well Dunn Catering,Event Staff,$17 an hour,4.3
"Washington, DC 20022",Panera Bread,Restaurant Team Member - Cashier,,3.5
"Charlottesville, VA",TSI,Contact Tracers - COVID-19 - Charlottesville,$17 an hour,3.6
"Washington, DC 20009 (Columbia Heights area)",Insider Expeditions,Innkeeper,"$5,000 a month",
"Arlington, VA",US Department of the Navy,LEAD EVENTS COORDINATOR,"$102,663 - $133,465 a year",4.3
"Washington, DC 20036 (Downtown area)",The Brand Panda,Marketing Assistant,"$46,000 - $56,000 a year",
